Iterations,J_t
1420,0.05115005875061801
1430,0.05113666442455342
1440,0.051123523030924795
1450,0.051110636978784506
1460,0.05109800809172366
1470,0.05108563762957802
1480,0.05107352631220897
1490,0.05106167434501489
1500,0.051050081445832896
1510,0.05103874687290039
1520,0.05102766945356206
1530,0.051016847613423164
1540,0.051006279405672886
1550,0.05099596254032286
1560,0.050985894413130776
1570,0.05097607213400459
1580,0.050966492554707414
1590,0.05095715229570995
1600,0.050948047772061134
1610,0.05093917521817258
1620,0.050930530711433636
1630,0.05092211019459684
1640,0.05091390949689175
1650,0.05090592435384319
1660,0.0508981504257857
1670,0.05089058331508053
1680,0.05088321858205221
1690,0.050876051759673954
1700,0.050869078367037315
1710,0.05086229392165125
1720,0.05085569395061826
1730,0.05084927400074174
1740,0.050843029647620525
1750,0.050836956503787674
1760,0.05083105022595359
1770,0.050825306521410644
1780,0.05081972115365846
1790,0.05081428994730631
1800,0.05080900879230764
1810,0.05080387364757993
1820,0.05079888054406095
1830,0.05079402558724909
1840,0.050789304959273814
1850,0.050784714920539445
1860,0.050780251810981294
1870,0.050775912050973294
1880,0.05077169214192067
1890,0.05076758866657011
1900,0.05076359828906804
1910,0.050759717754793134
1920,0.05075594388998921
1930,0.050752273601221094
1940,0.050748703874674686
1950,0.05074523177532014
1960,0.05074185444595578
1970,0.05073856910614907
1980,0.050735373051087926
1990,0.05073226365035656
2000,0.0507292383466471
2010,0.05072629465441733
2020,0.050723430158504786
2030,0.050720642512705236
2040,0.05071792943832405
2050,0.05071528872270614
2060,0.05071271821775211
2070,0.050710215838425395
2080,0.05070777956125541
2090,0.05070540742284115
2100,0.0507030975183596
2110,0.05070084800008188
2120,0.05069865707590033
2130,0.050696523007869344
2140,0.05069444411076258
2150,0.05069241875064795
2160,0.05069044534348289
2170,0.05068852235373089
2180,0.05068664829300105
2190,0.05068482171871142
2200,0.05068304123277734
2210,0.050681305480325387
2220,0.05067961314843353
2230,0.05067796296489818
2240,0.050676353697028116
2250,0.050674784150466064
2260,0.05067325316803746
2270,0.050671759628627105
2280,0.05067030244608329
2290,0.05066888056814914
2300,0.05066749297542162
2310,0.05066613868033766
2320,0.050664816726187036
2330,0.05066352618615171
2340,0.0506622661623717
2350,0.050661035785036695
2360,0.05065983421150327
2370,0.05065866062543701
2380,0.05065751423597919
2390,0.05065639427693816
2400,0.05065530000600369
2410,0.05065423070398523
2420,0.050653185674072385
2430,0.05065216424111774
2440,0.0506516621682682
2450,0.0506516621682682
